Gene_Name	CKDdb_num_of_studies	CKDdb_Disease	GOA_Kidney_Research_Priority	tub_Exp_num_of_eQTLs	tub_Pr_of_no_eQTL	tub_FDR	glom_Exp_num_of_eQTLs	glom_Pr_of_no_eQTL	glom_FDR
CCN5	7.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CT58	7.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
WISP3	7.0	1.0	0	0.995	0.0225	0.0027300000000000002	1.08	1.5300000000000001e-12	1.6899999999999999e-13
LIBC	7.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CCN6	7.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
WNK1	7.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
PRKWNK1	7.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HSN2	7.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
WNT2B	7.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
WNT13	7.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
WNT5A	7.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
WT1	7.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
YWHAQ	7.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
ABCD3	6.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
PMP70	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PXMP1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ABHD6	6.0	1.0	0	0.0	0.0	0.0	1.0	0.00547	0.0008380000000000001
A-C1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HRASLS	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HSD28	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ACADL	6.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
ACADSB	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ACE	6.0	1.0	1	1.04	6.28e-25	4.959999999999999e-26	0.0	0.0	0.0
DCP	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
DCP1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ACE2	6.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
UNQ868/PRO1885	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
UNQ868	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ACP5	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ACSF2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ACSL6	6.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
ACS2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
FACL6	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ACSM3	6.0	1.0	1	1.09	0.000341	3.14e-05	0.0	0.0	0.0
SAH	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SA	9.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ACTBL2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ACY3	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ASPA2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ADAMTS2	6.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
PCINP	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PCPNI	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ADARB1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HRED1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ADAR2D	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ADCY7	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ADCYAP1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PACAP	9.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
AFF1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
AF-4	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MLLT2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
AIMP1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
EMAP2	11.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SCYE1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
AKR1C12	7.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH18A1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
P5CS	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PYCS	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH1A3	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH6	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH3A1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH3	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH8A1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH12	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GFER	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HERV1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ALS2CL	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
AML2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RUNX3	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CBFA3	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD20A1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD20A	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ANTXR1	6.0	1.0	0	0.0	0.0	0.0	1.18	0.000109	1.1400000000000001e-05
ATR	8.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
TEM8	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ANXA5	6.0	1.0	0	1.09	0.0276	0.00351	1.07	0.000174	1.95e-05
ANX5	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ENX2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ANXA8L1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ANXA8	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ANX8	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ANXA9	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ANX31	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
APBA2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MINT2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
X11L	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
APC	6.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
DP2.5	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
APOB	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
APOBEC3	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
APOF	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
APOM	6.0	1.0	0	0.992	0.0218	0.00265	0.0	0.0	0.0
G3A	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
NG20	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
AQP2	6.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
AQP3	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ARG2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGAP1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CDC42GAP	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RHOGAP1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGAP28	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGEF10	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGEF15	6.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
ARHGEF4	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ASEF	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ARL4D	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ARF4L	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ARL8B	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ARPC3	6.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
ARC21	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ARVCF	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ASF1B	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CIA-II	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ATP2A3	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ATP5H	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MY032	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ATP5J	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ATP5A	10.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ATPM	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ATP6V1A	6.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
ATP6V1B2	6.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
ATP6B2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
VPP3	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
AZIN1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
OAZI	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
OAZIN	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
B3GALT2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GALT2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
B4GALT3	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
B4GALT7	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
XGALT1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
UNQ748/PRO1478	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BASH	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BLNK	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SLP65	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BCAR3	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
NSP2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SH2D3B	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BCL11A	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CTIP1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
EVI9	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BICC1	6.0	1.0	0	1.01	5.46e-06	4.1299999999999995e-07	0.0	0.0	0.0
BMP8A	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BPHL	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BRIP1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BACH1	7.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
FANCJ	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BTN3A3	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BTF3	14.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CA5B	7.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CACNA1H	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CADM3	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
IGSF4B	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
NECL1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CALCA	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CALC1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CALML4	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
NY-BR-20	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CASP8	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MCH5	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CBR1	6.0	1.0	0	1.75	0.0222	0.00271	0.0	0.0	0.0
CBR	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CRN	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CCBL1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BETA-LYASE	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CCL19	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ELC	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MIP3B	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CCL9	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MRP2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CCNA1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CCNB2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CYCB2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CCR3	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CMKBR3	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CCR7	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CMKBR7	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
EBI1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CCT2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
99D8.1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CCTB	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CD1D	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CD22	6.0	1.0	0	0.0	0.0	0.0	0.973	0.0486	0.00943
SIGLEC2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CD28	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CD300LD	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CLM5	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
LMIR4	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CD80	6.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
B7	7.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
QOO609	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CD83	6.0	1.0	0	0.976	0.04	0.00548	0.0	0.0	0.0
CD93	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
AA4	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
C1QR1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CDC14B	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CDC20	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CDC42	6.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
CDC42EP3	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BORG2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CEP3	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CDCP1	6.0	1.0	0	1.06	1.15e-10	7.58e-12	0.0	0.0	0.0
TRASK	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
UNQ2486/PRO5773	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CDIPT	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PIS	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PIS1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CDK2DELTAT	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CDK2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CDKN2	11.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CEACAM2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BGP2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CELF1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BRUNOL2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CUGBP	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CELF2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CUGBP2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BRUNOL3	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CENPT	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ICEN22	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CEP57	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
TSP57	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CES1E	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CFHL1P	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
H36-2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CFHR1	7.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CHD2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CHPF	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CSS2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
UNQ651/PRO1281	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CHPF2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CSGLCA-T	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CHSY3	10.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CHST15	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BRAG	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GALNAC4S6ST	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CHST2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
GN6ST	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CKLF	12.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CKS2	6.0	1.0	0	1.02	0.00217	0.000234	0.0	0.0	0.0
CLDN10	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CLEC5A	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CLK2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CLTC	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MKIAA0034	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
COL9A2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
COMP	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
COPEB	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
KLF6	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CPB2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PCPB	11.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CPT2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CPT-2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CR1	6.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
C3BR	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CRAT	6.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
CAT1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CRHBP	6.0	1.0	1	0.0	0.0	0.0	1.01	0.0343	0.00625
CRFBP	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CROCC	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CRYM	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
THBP	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CSF2RB	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
IL3RB	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
IL5RB	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CSPP1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CSPP	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
BC055915	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CST3	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CTNNA1	6.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
CXADR	6.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
CAR	10.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL16	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SCYB16	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SRPSOX	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CYP24	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CYP24A1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CYP27B1	6.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
CYP1ALPHA	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CYP27B	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CYP2B6	6.0	1.0	1	1.69	0.00145	0.000148	0.0	0.0	0.0
CYP2B7	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CYP7B1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
DCK	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
DDC	6.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
AADC	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
DDIT4	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
REDD1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
RTP801	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
DDN	6.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
DENND4A	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
AI115600	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
MKIAA4082	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
DHCR24	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
DLGAP5	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
DNAJC6	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
DNAJC8	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPF31	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HSPC315	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
DOCK10	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ZIZ3	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
DRIP2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
DOCK9	6.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
ZIZIMIN1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
DPYS	6.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
DSG3	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CDHF6	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
DYX1C1-CCPG1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CCPG1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CCP8	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ECHDC3	6.0	1.0	0	1.64	3.34e-06	2.82e-07	0.0	0.0	0.0
PP1494	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PP8332	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ECM29	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
EDG1	10.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
S1PR1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CHEDG1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
EEF1D	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
EF1D	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
EIF2S2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
EIF2B	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
EIF4B	6.0	1.0	0	1.08	0.00547	0.000611	0.9990000000000001	0.00277	0.000389
ELAVL3	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
HUC	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PLE21	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ELK3	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SAP2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
END	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ENG	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ENO2	6.0	1.0	1	0.0	0.0	0.0	0.0	0.0	0.0
ENO-2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ENPP3	6.0	1.0	0	1.14	5.19e-12	2.3100000000000003e-13	1.01	0.0061600000000000005	0.001
PDNP3	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ENTPD2	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CD39L1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
ENTPD5	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
CD39L4	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
PCPH	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
EPCAM	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
TACSTD1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
EPPIN	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPINLW1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
SPINLW1-WFDC6	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
EPSTI1	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
EREG	6.0	1.0	0	0.0	0.0	0.0	0.0	0.0	0.0
