Gene_Name	Experimental_seed_genes_overlap	Inferred_seed_genes_overlap	known_gene	GTEx_kidney_TPM_expression	GTEx_kidney_Expression_Rank	ProteinAtlas_gene_expr_levels	ProteinAtlas_RNA_expression_TMP	GO_renal	GO_kidney	GO_nephro	GO_glomerul	GO_distal tubule	CKD-example_GWAS_hits	CKD-example_GWAS_max_P_VALUE	CKD-example_GWAS_min_P_VALUE	CKD-example_GWAS_max_OR	CKD-example_GWAS_min_OR	CKD-example_GWAS_tissue_trait_flag	MGI_mouse_knockout_feature
C15orf39	0.0	0.0	0.0	5.322	8634.0	0	3.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C15orf40	0.0	0.0	0.0	9.266	6538.0	High	15.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C15orf41	0.0	0.0	0.0	2.045	18225.0	0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C15orf52	0.0	0.0	0.0	8.75	6766.0	Low	3.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C15orf54	0.0	0.0	0.0	0.0	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C15orf57	0.0	0.0	0.0	1.939	18225.0	0	18.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C15orf59	0.0	0.0	0.0	19.57	3605.0	Low	5.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C16orf13	0.5	0.0	0.0	49.19	1287.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C16orf45	0.0	0.0	0.0	13.93	4850.0	0	13.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C16orf47	0.0	0.0	0.0			0	0.0	0.0	0.0	0.0	0.0	0.0							0.0
C16orf54	0.0	0.0	0.0	0.4614	18225.0	0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C16orf58	0.14285714285714285	0.0	0.0	52.38	1189.0	0	24.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C16orf59	0.0	0.0	0.0	0.7027	18225.0	Low	0.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C16orf62	0.0	0.0	0.0	10.51	5962.0	0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C16orf70	0.03333333333333333	0.25	0.0	11.14	5709.0	Medium	13.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C16orf71	0.0	0.0	0.0	0.5191	18225.0	Not_detected	1.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C16orf72	0.0	0.0	0.0	10.12	6140.0	0	19.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C16orf74	0.0	0.0	0.0	0.8405	18225.0	0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C16orf78	0.0	0.0	0.0	0.0	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C16orf87	0.0	0.0	0.0	2.156	18225.0	0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C16orf89	0.0	0.0	0.0	10.02	6184.0	Not_detected	15.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
C16orf96	0.0	0.0	0.0	0.1712	18225.0	0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C17orf102	0.0	0.0	0.0	0.03765	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C17orf105	0.0	0.0	0.0			Not_detected	0.0	0.0	0.0	0.0	0.0	0.0							0.0
C17orf53	0.0	0.0	0.0	0.4792	18225.0	0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C17orf58	0.0	0.0	0.0	6.0489999999999995	8188.0	0	6.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C17orf59	0.10909090909090909	0.0	0.0			0	0.0	0.0	0.0	0.0	0.0	0.0							0.0
C17orf62	0.0	0.0	0.0	30.4	2282.0	0	19.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C17orf67	0.0	0.0	0.0	0.9619	18225.0	0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C17orf75	0.0	0.0	0.0	9.831	6265.0	Medium	20.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C17orf80	0.2	0.0	0.0	6.468	7933.0	0	13.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C17orf82	0.0	0.0	0.0	0.9186	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C17orf89	0.03571428571428571	0.0	0.0	18.61	3791.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C17orf96	0.0	0.025	0.0			0	0.0	0.0	0.0	0.0	0.0	0.0							0.0
C18orf21	0.09090909090909091	0.5	0.0	8.624	6826.0	0	15.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C18orf25	0.0	0.0	0.0	6.601	7868.0	High	9.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C18orf32	0.125	0.0	0.0	65.07	890.0	High	95.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C18orf63	0.0	0.0	0.0			0	0.0	0.0	0.0	0.0	0.0	0.0							0.0
C18orf8	0.0	0.0	0.0	19.84	3558.0	0	14.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C19orf12	0.0	0.0	0.0	12.58	5239.0	High	21.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C19orf18	0.0	0.0	0.0	1.696	18225.0	0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C19orf25	0.0	0.0	0.0	12.09	5391.0	Medium	10.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C19orf43	0.0	0.0	0.0	167.8	256.0	Medium	73.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C19orf44	0.2	0.0	0.0	4.7989999999999995	8975.0	0	2.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C19orf47	0.0	0.0	0.0	3.972	18225.0	0	3.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C19orf52	0.1111111111111111	0.0	0.0	10.41	6012.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C19orf53	0.0	0.125	0.0	87.26	594.0	Medium	61.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C19orf54	0.0	0.0	0.0	9.04	6624.0	Medium	5.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C19orf57	0.0	0.0	0.0	0.5453	18225.0	Low	0.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C19orf60	0.14285714285714285	0.0	0.0	66.19	865.0	High	8.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C19orf68	0.0	0.0	0.0			0	2.3	0.0	0.0	0.0	0.0	0.0							0.0
C19orf73	0.0	0.0	0.0	1.445	18225.0	0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1D	0.047619047619047616	0.0	0.0	10.02	6182.0	Medium	51.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1GALT1	0.0	0.029411764705882353	0.0	5.604	8474.0	High	32.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
C1GALT1C1	0.0	0.05555555555555555	0.0	12.24	5341.0	High	27.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1QA	0.09523809523809523	0.034482758620689655	0.0	28.29	2466.0	Not_detected	24.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
C1QB	0.11764705882352941	0.038461538461538464	0.0	24.55	2908.0	Medium	21.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1QBP	0.07964601769911504	0.03278688524590164	0.0	63.11	922.0	Medium	141.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1QC	0.75	0.04	0.0	21.72	3251.0	Low	19.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1QL1	0.0	0.0	0.0			0	1.4	0.0	0.0	0.0	0.0	0.0							0.0
C1QL4	0.0	0.0	0.0	0.2249	18225.0	0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1QTNF1	0.16666666666666666	0.0	0.0	15.76	4406.0	High	5.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1QTNF2	0.10344827586206896	0.0	0.0	0.5071	18225.0	High	0.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1QTNF3	0.0	0.0	0.0	3.468	18225.0	0	4.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1QTNF6	0.0	0.0	0.0	3.238	18225.0	Not_detected	1.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1QTNF7	0.0	0.0	0.0	0.9224	18225.0	0	5.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1QTNF8	0.0	0.0	0.0	0.03822	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1QTNF9	0.030303030303030304	0.0	0.0	0.1976	18225.0	0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1QTNF9B	0.0	0.0	0.0	0.07952999999999999	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1QTNF9B-AS1	0.0	0.0	0.0			0	0.0	0.0	0.0	0.0	0.0	0.0							0.0
C1R	0.5	0.045454545454545456	0.0			0	85.7	0.0	0.0	0.0	0.0	0.0							0.0
C1RL	0.0	0.0	0.0	13.94	4845.0	Medium	9.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1S	0.375	0.043478260869565216	0.0	39.52	1667.0	Not_detected	59.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1orf105	0.0	0.0	0.0	0.0391	18225.0	0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1orf106	0.0	0.0	0.0	7.486000000000001	7369.0	0	11.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1orf109	0.038461538461538464	0.0	0.0	4.471	9211.0	Medium	9.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1orf111	0.0	0.0	0.0	0.1668	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1orf112	0.06666666666666667	0.0	0.0	0.7135	18225.0	0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1orf115	0.0	0.0	0.0	33.39	2061.0	0	46.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1orf122	0.0	0.0	0.0	39.96	1644.0	0	26.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1orf123	0.2	0.2	0.0	36.8	1832.0	0	41.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1orf131	0.42857142857142855	0.0	0.0	2.259	18225.0	Medium	7.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1orf159	0.0	0.0	0.0	6.656000000000001	7838.0	High	1.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1orf168	0.0	0.0	0.0	5.651	8439.0	0	3.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1orf174	0.0	0.0	0.0	13.7	4905.0	Low	9.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1orf186	0.07692307692307693	0.0	0.0	10.58	5925.0	0	7.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1orf189	0.0	0.0	0.0	0.09655	18225.0	0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1orf198	0.0	0.0	0.0	15.78	4402.0	High	13.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1orf21	0.0	0.0	0.0	3.595	18225.0	0	2.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1orf216	0.0	0.0	0.0	3.784	18225.0	0	2.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1orf226	0.0	0.0	0.0	9.057	6615.0	High	4.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1orf43	0.0	0.0	0.0	95.85	523.0	Medium	194.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
C1orf50	0.14285714285714285	0.0	0.0	5.1610000000000005	8724.0	0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1orf52	0.06666666666666667	0.0	0.0	6.348	8004.0	Medium	8.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1orf64	0.0	0.0	0.0	0.7152	18225.0	0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1orf87	0.0	0.0	0.0	0.01218	18225.0	Not_detected	0.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C1orf94	0.014925373134328358	0.0	0.0	0.0	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C2	0.6	0.04	0.0	11.1	5724.0	Not_detected	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C20orf141	0.0	0.0	0.0	0.0	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C20orf194	0.0	0.05555555555555555	0.0	10.89	5817.0	Not_detected	11.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C20orf195	0.0	0.0	0.0	0.424	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C20orf196	0.0	0.0	0.0	2.8160000000000003	18225.0	High	5.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C20orf197	0.0	0.0	0.0	0.05945	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C20orf203	0.0	0.0	0.0			0	0.0	0.0	0.0	0.0	0.0	0.0							0.0
C20orf24	0.05357142857142857	0.0	0.0	68.79	803.0	0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C20orf27	0.0	0.0	0.0	11.97	5427.0	Medium	6.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C20orf96	0.0	0.0	0.0	14.03	4826.0	0	8.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C21orf2	0.11764705882352941	0.0	0.0	20.34	3460.0	Medium	9.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C21orf33	0.058823529411764705	0.0	0.0	108.2	451.0	High	35.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C21orf58	0.0	0.0	0.0	1.025	18225.0	0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C21orf59	0.027777777777777776	0.0	0.0	20.17	3488.0	Low	25.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C22orf23	0.3333333333333333	0.0	0.0	2.665	18225.0	0	2.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C22orf24	0.0	0.0	0.0	0.1381	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C22orf31	0.0	0.0	0.0	0.2486	18225.0	0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C22orf39	0.0	0.0	0.0	10.29	6055.0	0	24.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C22orf46	0.0	0.0	0.0			0	4.7	0.0	0.0	0.0	0.0	0.0							0.0
C2CD2	0.0	0.0	0.0	6.647	7845.0	High	5.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C2CD2L	0.0	0.0	0.0	9.165	6579.0	Not_detected	5.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C2CD3	0.3333333333333333	0.23863636363636365	0.0	3.7030000000000003	18225.0	High	6.7	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C2CD5	0.125	0.2	0.0	13.23	5055.0	Medium	24.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C2orf16	0.0	0.0	0.0	0.2633	18225.0	0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C2orf27A	0.0	0.0	0.0	0.6999	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C2orf40	1.0	0.0	0.0	11.85	5466.0	0	26.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C2orf42	0.25	0.0	0.0	4.507	9182.0	Not_detected	9.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C2orf47	0.08695652173913043	0.0	0.0	19.29	3660.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C2orf48	0.09090909090909091	0.0	0.0	0.1139	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C2orf49	0.3333333333333333	0.0	0.0	5.486000000000001	8552.0	Medium	9.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C2orf50	0.0	0.0	0.0	0.2241	18225.0	Not_detected	0.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C2orf57	0.0	0.0	0.0	0.02472	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C2orf68	0.0	0.0	0.0	12.56	5245.0	0	8.4	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C2orf69	0.0	0.0	0.0	4.795	8979.0	0	9.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C2orf73	0.0	0.0	0.0	0.287	18225.0	0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C2orf74	0.0	0.0	0.0			High	41.0	0.0	0.0	0.0	0.0	0.0							0.0
C2orf76	0.0	0.0	0.0	4.77	9002.0	0	20.9	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C2orf88	0.0	0.0	0.0	2.094	18225.0	Low	6.8	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C3	0.23333333333333334	0.030612244897959183	1.0	18.07	3914.0	Not_detected	11.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	1.0
C3orf14	0.0	0.0	0.0	2.336	18225.0	Medium	14.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C3orf20	0.0	0.0	0.0	0.04155	18225.0	0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C3orf33	0.16666666666666666	0.0	0.0	4.396	9275.0	0	6.3	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C3orf36	0.0	0.0	0.0	0.8477	18225.0	0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C3orf38	0.0	0.0	0.0	3.605	18225.0	Medium	10.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C3orf58	0.0	0.0	0.0	2.322	18225.0	High	7.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C3orf62	0.18181818181818182	0.0	0.0	4.228	9418.0	0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C3orf67	0.0	0.0	0.0	0.1653	18225.0	0	0.7	0.0	0.0	0.0	0.0	0.0	1.0	4e-08	4e-08	0.297105	0.297105	1.0	0.0
C4A	0.21428571428571427	0.08695652173913043	1.0			Not_detected	28.0	0.0	0.0	0.0	0.0	0.0							1.0
C4B	0.25	0.10869565217391304	0.0			Not_detected	18.3	0.0	0.0	0.0	0.0	0.0							1.0
C4BPA	0.35714285714285715	0.15	0.0	0.1254	18225.0	Not_detected	0.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C4BPB	0.0	0.4	0.0	0.252	18225.0	Medium	0.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C4orf17	0.0	0.0	0.0	0.0	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C4orf19	0.125	0.0	0.0	5.695	8410.0	High	11.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C4orf22	0.0	0.0	0.0	0.04407	18225.0	Not_detected	0.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C4orf26	0.0	0.0	0.0	0.04768	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C4orf27	0.14285714285714285	0.11538461538461539	0.0	15.69	4421.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C4orf3	0.0	0.0	0.0	85.92	615.0	High	116.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C4orf32	0.0	0.0	0.0	2.0380000000000003	18225.0	Medium	5.2	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C4orf33	0.5	0.0	0.0	2.428	18225.0	0	18.5	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C4orf46	0.0	0.0	0.0	1.6440000000000001	18225.0	0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C4orf51	0.0	0.0	0.0	0.05226	18225.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C5	0.125	0.02040816326530612	0.0	2.62	18225.0	0	5.1	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
C5AR1	0.0	0.02185792349726776	0.0	6.688	7823.0	Low	3.6	0.0	0.0	0.0	0.0	0.0	0.0	2e-09	6e-12	0.3482195	0.032125	0.0	0.0
